Date,High,Low,Closing,Value Traded,No. of Trans,No. of Shares
04/11/2007,1.24,1.2,1.21,144567,140,118787
01/11/2007,1.23,1.19,1.22,221847,175,183605
31/10/2007,1.24,1.19,1.23,357492,226,295543
30/10/2007,1.26,1.19,1.21,905284,332,750956
29/10/2007,1.31,1.24,1.25,260278,205,204821
28/10/2007,1.32,1.28,1.3,904580,435,696456
25/10/2007,1.3,1.26,1.27,1271807,291,994381
24/10/2007,1.34,1.26,1.26,1096951,639,841420
23/10/2007,1.28,1.2,1.28,1145703,729,903515
22/10/2007,1.26,1.2,1.22,904395,510,732135
21/10/2007,1.22,1.17,1.21,804416,531,667207
18/10/2007,1.19,1.13,1.17,735192,472,629392
17/10/2007,1.16,1.1,1.16,522169,445,457868
16/10/2007,1.11,1.09,1.11,53798,69,48846
11/10/2007,1.11,1.09,1.1,95813,80,87346
10/10/2007,1.1,1.09,1.1,13488,37,12314
09/10/2007,1.12,1.1,1.11,70258,69,63842
08/10/2007,1.11,1.1,1.11,175497,169,158618
07/10/2007,1.11,1.1,1.11,27074,42,24594
04/10/2007,1.11,1.1,1.11,103389,89,93932
03/10/2007,1.13,1.1,1.11,138122,155,123604
02/10/2007,1.14,1.11,1.14,42322,78,37584
01/10/2007,1.12,1.1,1.12,43107,64,38801
30/09/2007,1.14,1.11,1.12,55826,145,49964
27/09/2007,1.15,1.12,1.13,221350,222,194316
26/09/2007,1.14,1.11,1.13,80673,207,71363
25/09/2007,1.15,1.1,1.13,172000,331,151907
24/09/2007,1.13,1.1,1.11,49899,167,44982
23/09/2007,1.14,1.11,1.12,104013,293,92952
20/09/2007,1.15,1.09,1.12,178386,308,159054
19/09/2007,1.12,1.1,1.11,52294,173,47022
18/09/2007,1.12,1.1,1.11,116968,274,104839
17/09/2007,1.13,1.1,1.12,66923,312,59909
16/09/2007,1.14,1.12,1.12,56379,162,49988
13/09/2007,1.14,1.11,1.14,128498,356,114209
12/09/2007,1.15,1.11,1.13,155183,328,137264
11/09/2007,1.14,1.08,1.13,201532,426,180380
10/09/2007,1.11,1.09,1.09,60028,200,54524
09/09/2007,1.12,1.09,1.12,83070,208,74994
06/09/2007,1.16,1.11,1.11,183933,478,162002
05/09/2007,1.16,1.1,1.15,351775,505,311428
04/09/2007,1.11,1.06,1.11,363395,445,331151
03/09/2007,1.09,1.06,1.06,156819,372,146449
02/09/2007,1.13,1.08,1.1,391431,591,354415
30/08/2007,1.15,1.12,1.12,202756,346,178639
29/08/2007,1.2,1.15,1.16,254413,484,218145
28/08/2007,1.2,1.15,1.19,780462,1362,664321
27/08/2007,1.22,1.16,1.17,1117328,2686,942630
